timestep,average_reward,episode_return
200,-802.97705078125,-160595.40625
400,-10612.669921875,-2122534.0
600,-549240.25,-109848056.0
800,-521097.0,-104219400.0
1000,-4267.7841796875,-853556.875
1200,-4438.1376953125,-887627.5625
1400,-4347.37451171875,-869474.9375
1600,-4308.06982421875,-861613.9375
1800,-4389.49072265625,-877898.125
2000,-4333.28466796875,-866656.9375
2200,-3734.581787109375,-746916.375
2400,-548604.75,-109720952.0
2600,-548024.3125,-109604864.0
2800,-548724.75,-109744944.0
3000,-549908.3125,-109981664.0
3200,-549671.8125,-109934368.0
3400,-552633.25,-110526648.0
3600,-549313.6875,-109862736.0
3800,-548902.25,-109780456.0
4000,-548088.1875,-109617640.0
4200,-550559.8125,-110111968.0
4400,-549142.6875,-109828536.0
4600,-546804.3125,-109360864.0
4800,-549327.1875,-109865440.0
5000,-549297.25,-109859448.0
5200,-549672.5625,-109934512.0
5400,-549114.6875,-109822936.0
5600,-551049.4375,-110209888.0
5800,-551222.25,-110244448.0
6000,-551444.5625,-110288912.0
6200,-549142.75,-109828544.0
6400,-548652.875,-109730576.0
6600,-546880.25,-109376056.0
6800,-549379.375,-109875872.0
7000,-548363.8125,-109672768.0
7200,-550279.25,-110055856.0
7400,-552351.25,-110470248.0
7600,-550206.75,-110041344.0
7800,-550520.125,-110104024.0
8000,-551358.9375,-110271784.0
8200,-549487.9375,-109897592.0
8400,-549957.125,-109991424.0
8600,-549531.4375,-109906288.0
8800,-547812.0625,-109562408.0
9000,-551865.8125,-110373168.0
9200,-552180.0625,-110436008.0
9400,-548849.9375,-109769992.0
9600,-550587.1875,-110117440.0
9800,-551604.75,-110320944.0
10000,-550882.9375,-110176592.0
