timestep,average_reward,episode_return
100,-40.422977447509766,-4042.2978515625
200,-947.458740234375,-94745.875
300,-973.215087890625,-97321.5078125
400,-773.7341918945312,-77373.421875
500,-866.2150268554688,-86621.5
600,-562.2405395507812,-56224.0546875
700,-746.0505981445312,-74605.0625
800,-832.7609252929688,-83276.09375
900,-835.4297485351562,-83542.9765625
1000,-925.9522705078125,-92595.2265625
1100,-546.3807373046875,-54638.07421875
1200,-787.356201171875,-78735.6171875
1300,-938.1796264648438,-93817.9609375
1400,-963.4257202148438,-96342.5703125
1500,-876.8400268554688,-87684.0
1600,-1016.988525390625,-101698.8515625
1700,-945.914794921875,-94591.4765625
1800,-921.0307006835938,-92103.0703125
1900,-769.7977905273438,-76979.78125
2000,-935.2846069335938,-93528.4609375
2100,-1033.8363037109375,-103383.625
2200,-1014.8836059570312,-101488.359375
2300,-1049.3311767578125,-104933.1171875
2400,-1080.961669921875,-108096.171875
2500,-1015.6163330078125,-101561.6328125
2600,-1010.0120239257812,-101001.203125
2700,-1072.163330078125,-107216.328125
2800,-983.23291015625,-98323.2890625
2900,-1086.7464599609375,-108674.640625
3000,-1069.639404296875,-106963.9375
3100,-1017.4547729492188,-101745.4765625
3200,-1004.329833984375,-100432.984375
3300,-1075.83837890625,-107583.8359375
3400,-1037.3607177734375,-103736.0703125
3500,-990.2036743164062,-99020.3671875
3600,-1073.4337158203125,-107343.3671875
3700,-1088.724609375,-108872.4609375
3800,-1079.9989013671875,-107999.890625
3900,-999.6361083984375,-99963.609375
4000,-1031.36962890625,-103136.96875
4100,-1023.4905395507812,-102349.0546875
4200,-932.9901733398438,-93299.015625
4300,-1087.9005126953125,-108790.0546875
4400,-1058.1168212890625,-105811.6875
4500,-1038.31982421875,-103831.9765625
4600,-1086.76904296875,-108676.8984375
4700,-1030.525390625,-103052.5390625
4800,-1086.4093017578125,-108640.9296875
4900,-1032.6759033203125,-103267.5859375
5000,-1073.264892578125,-107326.484375
5100,-1071.0821533203125,-107108.21875
5200,-1043.5389404296875,-104353.8984375
5300,-1091.64697265625,-109164.6953125
5400,-1068.90087890625,-106890.0859375
5500,-1017.4640502929688,-101746.40625
5600,-1089.793701171875,-108979.3671875
5700,-1064.23095703125,-106423.09375
5800,-1018.8258056640625,-101882.578125
5900,-1073.385986328125,-107338.6015625
6000,-1064.2476806640625,-106424.765625
6100,-1063.3023681640625,-106330.234375
6200,-1153.5335693359375,-115353.3515625
6300,-988.8982543945312,-98889.828125
6400,-1062.583251953125,-106258.3203125
6500,-1078.456787109375,-107845.6796875
6600,-1121.63916015625,-112163.921875
6700,-1054.78466796875,-105478.46875
6800,-1133.0152587890625,-113301.53125
6900,-1120.071044921875,-112007.1015625
7000,-994.6758422851562,-99467.5859375
7100,-1099.7681884765625,-109976.8203125
7200,-1092.0732421875,-109207.328125
7300,-1119.7059326171875,-111970.59375
7400,-1045.6793212890625,-104567.9375
7500,-1041.3681640625,-104136.8125
7600,-1034.072265625,-103407.2265625
7700,-1013.7884521484375,-101378.84375
7800,-1011.369140625,-101136.9140625
7900,-1089.152587890625,-108915.2578125
8000,-973.3040771484375,-97330.40625
8100,-1039.187255859375,-103918.7265625
8200,-1081.1363525390625,-108113.640625
8300,-1055.007080078125,-105500.703125
8400,-1095.04248046875,-109504.2421875
8500,-1081.0543212890625,-108105.4375
8600,-1060.53564453125,-106053.5703125
8700,-1040.3372802734375,-104033.7265625
8800,-1050.0726318359375,-105007.2578125
8900,-1091.0941162109375,-109109.40625
9000,-995.0035400390625,-99500.3515625
9100,-1069.8804931640625,-106988.046875
9200,-965.8336791992188,-96583.3671875
9300,-995.043212890625,-99504.3203125
9400,-1076.1002197265625,-107610.0234375
9500,-1101.9886474609375,-110198.859375
9600,-1077.14013671875,-107714.0078125
9700,-1111.94677734375,-111194.671875
9800,-1075.078857421875,-107507.890625
9900,-1089.280517578125,-108928.0546875
10000,-1047.031005859375,-104703.1015625
10100,-1041.286865234375,-104128.6875
10200,-1071.104248046875,-107110.4296875
