timestep,average_reward,episode_return
100,-952.8180541992188,-95281.8046875
200,-806.8027954101562,-80680.28125
300,-653.6676635742188,-65366.765625
400,-861.8099365234375,-86180.9921875
500,-898.38916015625,-89838.9140625
600,-825.3671264648438,-82536.7109375
700,-844.5075073242188,-84450.75
800,-657.7254638671875,-65772.546875
900,-860.63916015625,-86063.9140625
1000,-203.0550994873047,-20305.509765625
1100,-914.19970703125,-91419.96875
1200,-923.9052124023438,-92390.5234375
1300,-592.555419921875,-59255.54296875
1400,-1071.9747314453125,-107197.46875
1500,-859.4251708984375,-85942.515625
1600,-1040.900390625,-104090.0390625
1700,-913.8270874023438,-91382.7109375
1800,-816.1964111328125,-81619.640625
1900,-1034.3426513671875,-103434.265625
2000,-465.11090087890625,-46511.08984375
2100,-921.8605346679688,-92186.0546875
2200,-1012.3734130859375,-101237.34375
2300,-639.1735229492188,-63917.3515625
2400,-816.6439819335938,-81664.3984375
2500,-893.510986328125,-89351.1015625
2600,-960.081298828125,-96008.1328125
2700,-878.80517578125,-87880.515625
2800,-1013.8538208007812,-101385.3828125
2900,-1051.7835693359375,-105178.359375
3000,-735.1231079101562,-73512.3125
3100,-967.1843872070312,-96718.4375
3200,-989.1195068359375,-98911.953125
3300,-840.29248046875,-84029.25
3400,-568.8641357421875,-56886.4140625
3500,-920.6358032226562,-92063.578125
3600,-1057.8997802734375,-105789.9765625
3700,-961.0642700195312,-96106.4296875
3800,-913.5584106445312,-91355.84375
3900,-692.2080688476562,-69220.8046875
4000,-894.3607177734375,-89436.0703125
4100,-881.2546997070312,-88125.46875
4200,-1042.239501953125,-104223.953125
4300,-1001.4269409179688,-100142.6953125
4400,-811.264892578125,-81126.4921875
4500,-859.7461547851562,-85974.6171875
4600,-946.3161010742188,-94631.609375
4700,-977.4662475585938,-97746.625
4800,-389.19598388671875,-38919.59765625
4900,-948.3623657226562,-94836.234375
5000,-993.1697387695312,-99316.9765625
5100,-1010.4720458984375,-101047.203125
5200,-1024.1993408203125,-102419.9375
5300,-1001.9497680664062,-100194.9765625
5400,-952.6534423828125,-95265.34375
5500,-907.0108032226562,-90701.078125
5600,-934.677734375,-93467.7734375
5700,-957.3607177734375,-95736.0703125
5800,-946.0877075195312,-94608.7734375
5900,-1079.6405029296875,-107964.0546875
6000,-977.241943359375,-97724.1953125
6100,-981.7796020507812,-98177.9609375
6200,-930.6463012695312,-93064.6328125
6300,-1006.6791381835938,-100667.9140625
6400,-926.46533203125,-92646.53125
6500,-908.3914794921875,-90839.1484375
6600,-632.26416015625,-63226.4140625
6700,-984.3693237304688,-98436.9296875
6800,-873.4467163085938,-87344.671875
6900,-1095.81005859375,-109581.0
7000,-785.2720947265625,-78527.2109375
7100,-754.1759643554688,-75417.59375
7200,-877.927001953125,-87792.703125
7300,-943.8076782226562,-94380.765625
7400,-700.1218872070312,-70012.1875
7500,-1016.207275390625,-101620.7265625
7600,-886.1988525390625,-88619.8828125
7700,-963.7695922851562,-96376.9609375
7800,-310.1611022949219,-31016.109375
7900,-923.5368041992188,-92353.6796875
8000,-906.7362670898438,-90673.625
8100,-1002.26513671875,-100226.515625
