timestep,average_reward,episode_return
100,-622.3900146484375,-62239.00390625
200,-1109.7398681640625,-110973.9921875
300,-1074.9520263671875,-107495.203125
400,-1062.3355712890625,-106233.5625
500,-1014.6537475585938,-101465.375
600,-1112.7720947265625,-111277.2109375
700,-1016.8504638671875,-101685.046875
800,-1102.298095703125,-110229.8046875
900,-1090.2076416015625,-109020.765625
1000,-1094.896484375,-109489.6484375
1100,-1104.734130859375,-110473.4140625
1200,-1107.7489013671875,-110774.890625
1300,-986.4823608398438,-98648.234375
1400,-1127.427978515625,-112742.796875
1500,-1093.43115234375,-109343.1171875
1600,-1010.7673950195312,-101076.7421875
1700,-1074.8751220703125,-107487.515625
1800,-1053.98388671875,-105398.390625
1900,-1034.2164306640625,-103421.640625
2000,-1120.9464111328125,-112094.640625
2100,-1111.2261962890625,-111122.625
2200,-1135.591796875,-113559.1796875
2300,-1013.065673828125,-101306.5703125
2400,-990.1507568359375,-99015.078125
2500,-1038.0467529296875,-103804.6796875
2600,-999.7662353515625,-99976.625
2700,-1031.00341796875,-103100.3359375
2800,-848.5678100585938,-84856.78125
2900,-1014.0906982421875,-101409.0703125
3000,-905.1066284179688,-90510.6640625
3100,-28462.779296875,-2846278.0
3200,-29174.392578125,-2917439.25
3300,-29087.640625,-2908764.0
3400,-29105.017578125,-2910501.75
3500,-28851.70703125,-2885170.75
3600,-28975.5703125,-2897557.0
3700,-29075.8203125,-2907582.0
3800,-29124.984375,-2912498.5
3900,-29083.435546875,-2908343.5
4000,-29000.75,-2900075.0
4100,-29129.904296875,-2912990.5
4200,-29269.27734375,-2926927.75
4300,-29088.314453125,-2908831.5
4400,-29179.20703125,-2917920.75
4500,-29030.60546875,-2903060.5
4600,-29028.6328125,-2902863.25
4700,-28969.26953125,-2896927.0
4800,-29200.005859375,-2920000.5
4900,-28871.67578125,-2887167.5
5000,-29236.845703125,-2923684.5
5100,-29151.287109375,-2915128.75
5200,-29247.6171875,-2924761.75
5300,-29213.490234375,-2921349.0
5400,-29060.341796875,-2906034.25
5500,-29339.8203125,-2933982.0
5600,-29368.20703125,-2936820.75
5700,-29063.080078125,-2906308.0
5800,-28799.275390625,-2879927.5
5900,-29228.08203125,-2922808.25
6000,-28795.1796875,-2879518.0
6100,-29130.904296875,-2913090.5
6200,-28977.14453125,-2897714.5
6300,-28864.6015625,-2886460.25
6400,-29027.509765625,-2902751.0
6500,-29135.5625,-2913556.25
6600,-29600.9921875,-2960099.25
6700,-29166.115234375,-2916611.5
6800,-29012.703125,-2901270.25
6900,-29683.8125,-2968381.25
7000,-29361.08984375,-2936109.0
7100,-29117.98046875,-2911798.0
7200,-29213.283203125,-2921328.25
7300,-29098.990234375,-2909899.0
7400,-29046.26953125,-2904627.0
7500,-29162.400390625,-2916240.0
7600,-29154.2265625,-2915422.75
7700,-29127.064453125,-2912706.5
7800,-28832.044921875,-2883204.5
7900,-29130.220703125,-2913022.0
8000,-29299.01953125,-2929902.0
8100,-28733.125,-2873312.5
8200,-29272.1875,-2927218.75
8300,-29063.421875,-2906342.25
8400,-29287.279296875,-2928728.0
8500,-29407.09765625,-2940709.75
8600,-28909.97265625,-2890997.25
8700,-28990.5078125,-2899050.75
8800,-29176.29296875,-2917629.25
8900,-28735.501953125,-2873550.25
9000,-29359.17578125,-2935917.5
9100,-29089.6015625,-2908960.25
9200,-28805.07421875,-2880507.5
9300,-28592.443359375,-2859244.25
9400,-29174.51171875,-2917451.25
9500,-29113.9609375,-2911396.0
9600,-29074.5703125,-2907457.0
9700,-29189.2109375,-2918921.0
9800,-28868.3671875,-2886836.75
9900,-29309.78515625,-2930978.5
10000,-28859.3125,-2885931.25
