lead_speed,ego_speed,lead_pos,ego_pos,rel_distance,jerk,ego_accel,lead_accel,acc_diff,reward
12.248357076505616,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.8112255369205741
12.010862516187741,2.9719655513763428,12.248357076505616,3.9719655513763428,8.276391525129274,0.9719655513763428,1.9719655513763428,-0.23749456031787552,2.2094601116942183,-0.25204742626107385
12.483801605796883,4.892613649368286,24.259219592693356,8.864579200744629,15.394640391948727,-0.051317453384399414,1.9206480979919434,0.47293908960914166,1.4477090083828017,-0.06649688020459585
13.001370954121791,6.827592134475708,36.74302119849024,15.692171335220337,21.050849863269903,0.014330387115478516,1.9349784851074219,0.5175693483249084,1.4174091367825135,-0.06333826601815158
12.202582088515022,8.709811210632324,49.74439215261203,24.40198254585266,25.342409606759368,-0.052759408950805664,1.8822190761566162,-0.7987888656067685,2.6810079417633847,-0.13521076437716265
12.282265188112722,10.50937271118164,61.94697424112705,34.9113552570343,27.03561898409275,-0.0826575756072998,1.7995615005493164,0.07968309959770004,1.7198784009516164,-0.18500256424892503
13.268455236909372,12.195178985595703,74.22923942923977,47.106534242630005,27.122705186609764,-0.1137552261352539,1.6858062744140625,0.9861900487966491,0.6996162256174134,-0.18634778831457788
12.941889823153401,13.545624732971191,87.49769466614914,60.652158975601196,26.845535690547948,-0.3353605270385742,1.3504457473754883,-0.32656541375597037,1.6770111611314586,-0.1750650638645628
12.402535633489508,13.89607048034668,100.43958448930255,74.54822945594788,25.89135503335467,-1.0,0.3504457473754883,-0.5393541896638929,0.8897999370393812,-0.1432603249303902
12.987398315496279,13.626279950141907,112.84212012279205,88.17450940608978,24.66761071670227,-0.6202362775802612,-0.26979053020477295,0.5848626820067704,-0.8546532122115433,-0.10323439512346327
12.562968476774014,13.381988644599915,125.82951843828833,101.5564980506897,24.273020387598635,0.02549922466278076,-0.2442913055419922,-0.4244298387222649,0.18013853318027273,-0.09241853441905078
12.640053615538347,13.148400902748108,138.39248691506234,114.7048989534378,23.68758796162453,0.010703563690185547,-0.23358774185180664,0.07708513876433365,-0.3106728806161403,-0.07683092944335027
13.071791641491556,12.983041882514954,151.03254053060067,127.68794083595276,23.34459969464791,0.06822872161865234,-0.1653590202331543,0.43173802595320865,-0.597097046186363,-0.06832749873276606
12.071682085239722,12.969566106796265,164.10433217209223,140.65750694274902,23.446825229343204,0.15188324451446533,-0.013475775718688965,-1.000109556251834,0.9866337805331451,-0.07154027003686511
12.242963677999938,12.696573495864868,176.17601425733196,153.3540804386139,22.821933818718065,-0.2595168352127075,-0.2729926109313965,0.17128159276021648,-0.44427420369161297,-0.05686519080604532
12.900937062024871,12.543906927108765,188.4189779353319,165.89798736572266,22.52099056960924,0.12032604217529297,-0.15266656875610352,0.6579733840249329,-0.8106399527810364,-0.05055105878873316
12.751850682297258,12.765015125274658,201.31991499735676,178.66300249099731,22.656912506359447,0.37377476692199707,0.22110819816589355,-0.1490863797276134,0.37019457789350696,-0.05321560801432937
13.491072034860894,12.632956147193909,214.07176567965402,191.29595863819122,22.775807041462798,-0.35316717624664307,-0.1320589780807495,0.7392213525636357,-0.8712803306443853,-0.056429588165038985
12.955084895339754,13.065361618995667,227.56283771451493,204.3613202571869,23.201517457328038,0.5644644498825073,0.4324054718017578,-0.53598713952114,0.9683926113228978,-0.06509048761124926
12.777530026984286,12.946345567703247,240.51792260985468,217.30766582489014,23.210256784964542,-0.5514215230941772,-0.11901605129241943,-0.1775548683554682,0.058538817063048754,-0.06530337692648172
14.290497753695378,12.762564897537231,253.29545263683897,230.07023072242737,23.225221914411605,-0.06476461887359619,-0.18378067016601562,1.5129677267110928,-1.6967483968771084,-0.06789174964261693
13.518153661995012,13.472795724868774,267.5859503905344,243.54302644729614,24.042923943238236,0.8940114974975586,0.710230827331543,-0.7723440917003668,1.4825749190319097,-0.08578161610799229
13.73752196260796,13.407766580581665,281.1041040525294,256.9507930278778,24.1533110246516,-0.7752599716186523,-0.06502914428710938,0.21936830061294899,-0.28439744490005836,-0.0887620393981952
13.063418334755351,13.537627458572388,294.84162601513736,270.4884204864502,24.35320552868717,0.19489002227783203,0.12986087799072266,-0.6741036278526096,0.8039645058433322,-0.09416532275412479
13.574925339903341,13.335110545158386,307.9050443498927,283.8235310316086,24.081513318284124,-0.3323777914047241,-0.20251691341400146,0.5115070051479904,-0.7140239185619919,-0.08671224125252498
13.973163449271745,13.476452708244324,321.47996968979606,297.2999837398529,24.17998594994316,0.34385907649993896,0.1413421630859375,0.3982381093684033,-0.2568959462824658,-0.08951479395602631
13.412023762663797,13.649286150932312,335.4531331390678,310.9492698907852,24.503863248282585,0.03149127960205078,0.17283344268798828,-0.5611396866079481,0.7339731292959364,-0.09816469258231203
14.244392975785289,13.478770136833191,348.8651569017316,324.4280400276184,24.4371168741132,-0.3433494567871094,-0.1705160140991211,0.8323692131214919,-1.002885227220613,-0.09685693715163249
13.82442544672413,13.847095847129822,363.1095498775169,338.27513587474823,24.834414002768654,0.538841724395752,0.36832571029663086,-0.4199675290611591,0.7882932393577899,-0.10764584155586232
14.046248872270855,13.781639814376831,376.93397532424103,352.05677568912506,24.87719963511597,-0.4337817430496216,-0.06545603275299072,0.22182342554672552,-0.28727945829971624,-0.10895380018635065
13.957716587465443,13.923208951950073,390.98022419651187,365.97998464107513,25.000239555436735,0.2070251703262329,0.1415691375732422,-0.08853228480541198,0.23010142237865416,-0.11251694943901426
15.250279734403689,13.800326585769653,404.9379407839773,379.7803112268448,25.15762955713251,-0.2644515037536621,-0.12288236618041992,1.292563146938246,-1.4154455131186658,-0.11939493192134011
14.382033153080602,14.373682022094727,420.188220518381,394.1539932489395,26.034227269441487,0.6962378025054932,0.5733554363250732,-0.8682465813230866,1.4416020176481599,-0.1457630893298737
13.923611943415786,14.355465531349182,434.5702536714616,408.5094587802887,26.060794891172918,-0.5915719270706177,-0.018216490745544434,-0.4584212096648166,0.44020471891927215,-0.14683090732785525
14.926444552125469,14.179637789726257,448.4938656148774,422.68909657001495,25.80476904486244,-0.15761125087738037,-0.1758277416229248,1.0028326087096833,-1.178660350332608,-0.1385010663786566
13.966448923965253,14.427361369132996,463.42031016700287,437.11645793914795,26.303852227854918,0.4235513210296631,0.24772357940673828,-0.9599956281602164,1.2077192075669547,-0.15526394752623174
14.74197048538827,14.303624033927917,477.3867590909681,451.42008197307587,25.96667711789223,-0.3714609146118164,-0.12373733520507812,0.7755215614230178,-0.8992588966280959,-0.14358898709100457
13.717316584572693,14.400072693824768,492.12872957635636,465.82015466690063,26.30857490945573,0.2201859951019287,0.09644865989685059,-1.0246539008155775,1.121102560712428,-0.15565783615019485
14.09159275599299,14.236032605171204,505.84604616092906,480.05618727207184,25.789858888857225,-0.26048874855041504,-0.16404008865356445,0.3742761714202967,-0.5383162600738611,-0.13747795454198516
14.911548294736203,14.166887164115906,519.9376389169221,494.22307443618774,25.71456448073434,0.0948946475982666,-0.06914544105529785,0.8199555387432138,-0.8891009797985117,-0.1355144604145697
15.238657653595796,14.509717345237732,534.8491872116583,508.7327917814255,26.116395430232842,0.411975622177124,0.34283018112182617,0.3271093588595928,0.01572082226223337,-0.1490498391760776
15.010267459502568,14.736976504325867,550.0878448652542,523.4697682857513,26.618076579502826,-0.1155710220336914,0.22725915908813477,-0.2283901940932278,0.45564935318136257,-0.1663560002977641
14.920748338689318,14.806455492973328,565.0981123247567,538.2762237787247,26.821888546032028,-0.15778017044067383,0.06947898864746094,-0.0895191208132502,0.15899810946071113,-0.17381325390030494
14.880818403786463,14.835312724113464,580.018860663446,553.1115365028381,26.907324160607914,-0.04062175750732422,0.02885723114013672,-0.03992993490285457,0.06878716604299129,-0.17699789651783387
